Time:14:20:58:169  [-999999] Print Robot Cfg:
Time:14:35:42:583  [193] 0
Time:14:35:42:597  [194] 0
Time:14:35:47:527  [194] 1
Time:14:35:48:841  [192] Robot.WhereAngle 1
Time:14:35:48:841  [193] RopeEncLoc=-1.068,-42.484,15.618,-84.293,33.404,38.414,-20.363
Time:14:35:48:841  [194] Move.Joint RopeEncLoc
Time:14:35:57:762  [195] 0 -1.067,-42.483,15.618,-84.293,33.404,38.414,-20.363,0.000,0.000
Time:14:35:57:832  [196] 0
Time:14:35:57:848  [197] 0
Time:14:36:4:156  [195] Robot.WhereAngle 1
Time:14:36:4:157  [196] RopeEncLoc=0.000,0.000,0.000,-90.000,0.000,0.000,-80.000
Time:14:36:4:158  [197] Move.Joint RopeEncLoc
Time:14:36:4:923  [197] 1
Time:14:36:15:167  [198] 0 0.000,0.000,0.000,-90.000,0.000,-0.003,-80.000,0.000,0.000
Time:14:36:15:257  [199] 0
Time:14:36:15:274  [200] 0
Time:14:36:20:193  [200] 1
Time:14:36:21:470  [198] Robot.WhereAngle 1
Time:14:36:21:471  [199] RopeEncLoc=0.000,0.000,0.000,-90.000,0.000,0.000,-60.000
Time:14:36:21:472  [200] Move.Joint RopeEncLoc
Time:14:36:30:426  [201] 0 0.001,0.000,0.000,-90.000,0.000,0.001,-60.000,0.000,0.000
Time:14:36:30:501  [202] 0
Time:14:36:30:523  [203] 0
Time:14:36:35:440  [203] 1
Time:14:36:36:878  [201] Robot.WhereAngle 1
Time:14:36:36:878  [202] RopeEncLoc=0.000,0.000,0.000,-90.000,0.000,0.000,-40.000
Time:14:36:36:878  [203] Move.Joint RopeEncLoc
Time:14:36:45:686  [204] 0 0.000,0.000,0.000,-90.000,0.000,0.000,-40.000,0.000,0.000
Time:14:36:45:762  [205] 0
Time:14:36:45:784  [206] 0
Time:14:36:50:702  [206] 1
Time:14:36:51:676  [204] Robot.WhereAngle 1
Time:14:36:52:191  [205] RopeEncLoc=0.000,0.000,0.000,-90.000,0.000,0.000,-20.000
Time:14:36:52:191  [206] Move.Joint RopeEncLoc
Time:14:37:0:937  [207] 0 0.000,0.000,0.000,-90.000,0.000,0.001,-20.001,0.000,0.000
Time:14:37:1:13  [208] 0
Time:14:37:1:33  [209] 0
Time:14:37:5:951  [209] 1
Time:14:37:7:1  [207] Robot.WhereAngle 1
Time:14:37:7:1  [208] RopeEncLoc=0.000,0.000,0.000,-90.000,0.000,0.000,0.000
Time:14:37:7:501  [209] Move.Joint RopeEncLoc
Time:14:37:16:197  [210] 0 0.000,0.000,0.000,-90.000,0.000,0.003,-0.001,0.000,0.000
Time:14:37:16:273  [211] 0
Time:14:37:16:294  [212] 0
Time:14:37:21:211  [212] 1
Time:14:37:22:340  [210] Robot.WhereAngle 1
Time:14:37:22:341  [211] RopeEncLoc=0.000,0.000,0.000,-90.000,0.000,0.000,20.000
Time:14:37:22:341  [212] Move.Joint RopeEncLoc
Time:14:37:31:446  [213] 0 0.000,0.000,0.000,-90.000,0.000,0.001,19.999,0.000,0.000
Time:14:37:31:517  [214] 0
Time:14:37:31:532  [215] 0
Time:14:37:36:450  [215] 1
Time:14:37:37:661  [213] Robot.WhereAngle 1
Time:14:37:37:662  [214] RopeEncLoc=0.000,0.000,0.000,-90.000,0.000,0.000,40.000
Time:14:37:37:662  [215] Move.Joint RopeEncLoc
Time:14:37:46:696  [216] 0 0.000,0.000,0.000,-90.000,0.001,0.000,39.998,0.000,0.000
Time:14:37:46:767  [217] 0
Time:14:37:46:782  [218] 0
Time:14:37:51:699  [218] 1
Time:14:37:53:2  [216] Robot.WhereAngle 1
Time:14:37:53:3  [217] RopeEncLoc=0.000,0.000,0.000,-90.000,0.000,0.000,60.000
Time:14:37:53:3  [218] Move.Joint RopeEncLoc
Time:14:38:1:932  [219] 0 0.000,0.000,0.000,-90.000,0.000,0.001,59.999,0.000,0.000
Time:14:38:2:7  [220] 0
Time:14:38:2:28  [221] 0
Time:14:38:6:946  [221] 1
Time:14:38:8:319  [219] Robot.WhereAngle 1
Time:14:38:8:319  [220] RopeEncLoc=0.000,0.000,0.000,-90.000,0.000,0.000,80.000
Time:14:38:8:320  [221] Move.Joint RopeEncLoc
Time:14:38:17:193  [222] 0 0.000,0.000,0.000,-90.001,0.000,0.000,79.998,0.000,0.000
Time:14:38:17:263  [223] 0
Time:14:38:17:278  [224] 0
Time:14:38:23:651  [222] Robot.WhereAngle 1
Time:14:38:23:652  [223] RopeEncLoc=-25.538,-6.754,-8.784,-62.253,75.531,-44.210,-60.677
Time:14:38:23:652  [224] Move.Joint RopeEncLoc
Time:14:38:28:760  [224] 1
Time:14:38:39:3  [225] 0 -25.536,-6.754,-8.782,-62.253,75.530,-44.210,-60.676,0.000,0.000
Time:14:38:39:93  [226] 0
Time:14:38:39:111  [227] 0
Time:14:38:44:117  [227] 1
Time:14:38:45:108  [225] Robot.WhereAngle 1
Time:14:38:45:108  [226] RopeEncLoc=-29.539,-21.916,12.305,-62.253,75.531,-33.403,-71.855
Time:14:38:45:109  [227] Move.Joint RopeEncLoc
Time:14:38:54:352  [228] 0 -29.537,-21.915,12.305,-62.252,75.531,-33.400,-71.856,0.000,0.000
Time:14:38:54:423  [229] 0
Time:14:38:54:438  [230] 0
Time:14:38:59:950  [230] 1
Time:14:39:0:481  [228] Robot.WhereAngle 1
Time:14:39:0:481  [229] RopeEncLoc=-20.081,-6.159,10.848,-80.451,87.914,-5.179,-83.254
Time:14:39:0:481  [230] Move.Joint RopeEncLoc
Time:14:39:10:193  [231] 0 -20.080,-6.158,10.847,-80.451,87.915,-5.178,-83.253,0.000,0.000
Time:14:39:10:261  [232] 0
Time:14:39:10:280  [233] 0
Time:14:39:16:353  [231] Robot.WhereAngle 1
Time:14:39:16:353  [232] RopeEncLoc=-25.538,-6.754,-8.784,-62.253,75.531,-44.210,-60.677
Time:14:39:16:354  [233] Move.Joint RopeEncLoc
Time:14:39:16:417  [233] 1
Time:14:39:26:660  [234] 0 -25.536,-6.752,-8.784,-62.253,75.530,-44.210,-60.676,0.000,0.000
Time:14:39:26:734  [235] 0
Time:14:39:26:757  [236] 0
Time:14:39:31:753  [236] 1
Time:14:39:32:738  [234] Robot.WhereAngle 1
Time:14:39:32:738  [235] RopeEncLoc=-29.539,-21.916,12.305,-62.253,75.531,-33.403,-71.855
Time:14:39:32:739  [236] Move.Joint RopeEncLoc
Time:14:39:41:988  [237] 0 -29.537,-21.915,12.303,-62.253,75.531,-33.401,-71.855,0.000,0.000
Time:14:39:42:58  [238] 0
Time:14:39:42:74  [239] 0
Time:14:39:47:585  [239] 1
Time:14:39:48:34  [237] Robot.WhereAngle 1
Time:14:39:48:35  [238] RopeEncLoc=-20.081,-6.159,10.848,-80.451,87.914,-5.179,-83.254
Time:14:39:48:544  [239] Move.Joint RopeEncLoc
Time:14:39:57:829  [240] 0 -20.079,-6.158,10.847,-80.450,87.914,-5.178,-83.254,0.000,0.000
Time:14:39:57:905  [241] 0
Time:14:39:57:926  [242] 0
Time:14:40:3:847  [240] Robot.WhereAngle 1
Time:14:40:4:63  [242] 1
Time:14:40:4:361  [241] RopeEncLoc=-25.538,-6.754,-8.784,-62.253,75.531,-44.210,-60.677
Time:14:40:4:362  [242] Move.Joint RopeEncLoc
Time:14:40:14:306  [243] 0 -25.536,-6.752,-8.784,-62.253,75.531,-44.209,-60.676,0.000,0.000
Time:14:40:14:393  [244] 0
Time:14:40:14:415  [245] 0
Time:14:40:19:422  [245] 1
Time:14:40:20:726  [243] Robot.WhereAngle 1
Time:14:40:20:726  [244] RopeEncLoc=-29.539,-21.916,12.305,-62.253,75.531,-33.403,-71.855
Time:14:40:20:727  [245] Move.Joint RopeEncLoc
Time:14:40:29:679  [246] 0 -29.537,-21.915,12.305,-62.252,75.531,-33.403,-71.855,0.000,0.000
Time:14:40:29:750  [247] 0
Time:14:40:29:775  [248] 0
Time:14:40:35:286  [248] 1
Time:14:40:36:59  [246] Robot.WhereAngle 1
Time:14:40:36:60  [247] RopeEncLoc=-20.081,-6.159,10.848,-80.451,87.914,-5.179,-83.254
Time:14:40:36:61  [248] Move.Joint RopeEncLoc
Time:14:40:45:508  [249] 0 -20.079,-6.158,10.846,-80.451,87.914,-5.178,-83.254,0.000,0.000
Time:14:40:45:587  [250] 0
Time:14:40:45:606  [251] 0
Time:14:40:51:911  [249] Robot.WhereAngle 1
Time:14:40:51:912  [250] RopeEncLoc=0.000,-30.000,0.000,-90.000,0.000,0.000,0.000
Time:14:40:51:912  [251] Move.Joint RopeEncLoc
Time:14:40:54:146  [251] 1
Time:14:41:4:400  [252] 0 0.000,-29.998,0.000,-90.000,0.000,0.001,0.000,0.000,0.000
Time:14:41:4:469  [253] 0
Time:14:41:4:486  [254] 0
Time:14:41:8:386  [254] 1
Time:14:41:10:816  [252] Robot.WhereAngle 1
Time:14:41:10:817  [253] RopeEncLoc=0.000,-20.000,0.000,-90.000,0.000,0.000,0.000
Time:14:41:10:817  [254] Move.Joint RopeEncLoc
Time:14:41:18:620  [255] 0 0.001,-19.999,0.000,-90.001,0.000,-0.001,0.000,0.000,0.000
Time:14:41:18:694  [256] 0
Time:14:41:18:717  [257] 0
Time:14:41:22:618  [257] 1
Time:14:41:24:605  [255] Robot.WhereAngle 1
Time:14:41:25:120  [256] RopeEncLoc=0.000,-10.000,0.000,-90.000,0.000,0.000,0.000
Time:14:41:25:120  [257] Move.Joint RopeEncLoc
Time:14:41:32:848  [258] 0 0.001,-9.998,0.000,-90.001,0.000,-0.001,0.000,0.000,0.000
Time:14:41:32:920  [259] 0
Time:14:41:32:935  [260] 0
Time:14:41:37:852  [260] 1
Time:14:41:38:948  [258] Robot.WhereAngle 1
Time:14:41:38:948  [259] RopeEncLoc=0.000,10.000,0.000,-90.000,0.000,0.000,0.000
Time:14:41:38:948  [260] Move.Joint RopeEncLoc
Time:14:41:48:97  [261] 0 0.000,10.000,0.000,-90.000,0.000,0.003,0.000,0.000,0.000
Time:14:41:48:165  [262] 0
Time:14:41:48:183  [263] 0
Time:14:41:52:84  [263] 1
Time:14:41:54:321  [261] Robot.WhereAngle 1
Time:14:41:54:322  [262] RopeEncLoc=0.000,20.000,0.000,-90.000,0.000,0.000,0.000
Time:14:41:54:322  [263] Move.Joint RopeEncLoc
Time:14:42:2:316  [264] 0 0.001,20.001,0.000,-90.001,0.001,0.000,0.000,0.000,0.000
Time:14:42:2:389  [265] 0
Time:14:42:2:403  [266] 0
Time:14:42:8:27  [266] 1
Time:14:42:8:651  [264] Robot.WhereAngle 1
Time:14:42:8:652  [265] RopeEncLoc=0.000,0.000,-30.000,-90.000,0.000,0.000,0.000
Time:14:42:8:653  [266] Move.Joint RopeEncLoc
Time:14:42:18:270  [267] 0 0.000,0.001,-29.999,-90.000,0.001,0.000,0.000,0.000,0.000
Time:14:42:18:343  [268] 0
Time:14:42:18:367  [269] 0
Time:14:42:22:268  [269] 1
Time:14:42:24:537  [267] Robot.WhereAngle 1
Time:14:42:24:537  [268] RopeEncLoc=0.000,0.000,-20.000,-90.000,0.000,0.000,0.000
Time:14:42:24:537  [269] Move.Joint RopeEncLoc
Time:14:42:32:499  [270] 0 0.000,0.001,-19.999,-90.000,0.001,0.000,-0.001,0.000,0.000
Time:14:42:32:574  [271] 0
Time:14:42:32:598  [272] 0
Time:14:42:36:498  [272] 1
Time:14:42:38:877  [270] Robot.WhereAngle 1
Time:14:42:38:878  [271] RopeEncLoc=0.000,0.000,-10.000,-90.000,0.000,0.000,0.000
Time:14:42:38:878  [272] Move.Joint RopeEncLoc
Time:14:42:46:730  [273] 0 0.000,0.000,-9.999,-90.000,0.000,0.001,0.000,0.000,0.000
Time:14:42:46:806  [274] 0
Time:14:42:46:827  [275] 0
Time:14:42:51:746  [275] 1
Time:14:42:53:209  [273] Robot.WhereAngle 1
Time:14:42:53:210  [274] RopeEncLoc=0.000,0.000,10.000,-90.000,0.000,0.000,0.000
Time:14:42:53:210  [275] Move.Joint RopeEncLoc
Time:14:43:1:990  [276] 0 0.001,0.000,9.999,-90.001,0.000,-0.001,-0.001,0.000,0.000
Time:14:43:2:66  [277] 0
Time:14:43:2:87  [278] 0
Time:14:43:5:987  [278] 1
Time:14:43:8:72  [276] Robot.WhereAngle 1
Time:14:43:8:73  [277] RopeEncLoc=0.000,0.000,20.000,-90.000,0.000,0.000,0.000
Time:14:43:8:73  [278] Move.Joint RopeEncLoc
Time:14:43:16:230  [279] 0 0.000,0.000,20.001,-90.001,0.000,0.000,0.000,0.000,0.000
Time:14:43:16:307  [280] 0
Time:14:43:16:328  [281] 0
Time:14:43:20:229  [281] 1
Time:14:43:22:414  [279] Robot.WhereAngle 1
Time:14:43:22:414  [280] RopeEncLoc=0.000,0.000,30.000,-90.000,0.000,0.000,0.000
Time:14:43:22:415  [281] Move.Joint RopeEncLoc
Time:14:43:30:472  [282] 0 0.000,0.000,27.565,-90.000,0.001,0.000,0.000,0.000,0.000
Time:14:43:30:540  [283] 0
Time:14:43:30:559  [284] 0
Time:14:43:36:182  [284] 1
Time:14:43:36:753  [282] Robot.WhereAngle 1
Time:14:43:36:753  [283] RopeEncLoc=0.000,0.000,0.000,-108.000,0.000,0.000,0.000
Time:14:43:36:754  [284] Move.Joint RopeEncLoc
Time:14:43:46:426  [285] 0 0.000,0.000,0.000,-108.000,0.000,0.000,-0.001,0.000,0.000
Time:14:43:46:502  [286] 0
Time:14:43:46:523  [287] 0
Time:14:43:50:144  [287] 1
Time:14:43:52:592  [285] Robot.WhereAngle 1
Time:14:43:52:593  [286] RopeEncLoc=0.000,0.000,0.000,-100.000,0.000,0.000,0.000
Time:14:43:52:593  [287] Move.Joint RopeEncLoc
Time:14:44:0:375  [288] 0 0.000,0.000,0.000,-99.999,0.000,0.000,-0.001,0.000,0.000
Time:14:44:0:451  [289] 0
Time:14:44:0:471  [290] 0
Time:14:44:5:388  [290] 1
Time:14:44:6:414  [288] Robot.WhereAngle 1
Time:14:44:6:925  [289] RopeEncLoc=0.000,0.000,0.000,-80.000,0.000,0.000,0.000
Time:14:44:6:926  [290] Move.Joint RopeEncLoc
Time:14:44:15:634  [291] 0 0.000,0.000,0.000,-80.000,0.001,0.001,-0.001,0.000,0.000
Time:14:44:15:704  [292] 0
Time:14:44:15:719  [293] 0
Time:14:44:19:620  [293] 1
Time:14:44:21:752  [291] Robot.WhereAngle 1
Time:14:44:21:753  [292] RopeEncLoc=0.000,0.000,0.000,-70.000,0.000,0.000,0.000
Time:14:44:21:753  [293] Move.Joint RopeEncLoc
Time:14:44:29:864  [294] 0 0.000,0.001,0.000,-69.999,0.000,0.000,-0.001,0.000,0.000
Time:14:44:29:935  [295] 0
Time:14:44:29:949  [296] 0
Time:14:44:33:850  [296] 1
Time:14:44:36:98  [294] Robot.WhereAngle 1
Time:14:44:36:98  [295] RopeEncLoc=0.000,0.000,0.000,-60.000,0.000,0.000,0.000
Time:14:44:36:99  [296] Move.Joint RopeEncLoc
Time:14:44:44:93  [297] 0 0.001,0.000,0.000,-60.000,0.000,0.000,0.000,0.000,0.000
Time:14:44:44:164  [298] 0
Time:14:44:44:180  [299] 0
Time:14:44:50:419  [297] Robot.WhereAngle 1
Time:14:44:50:419  [298] RopeEncLoc=0.000,0.000,0.000,-90.000,-45.000,0.000,0.000
Time:14:44:50:420  [299] Move.Joint RopeEncLoc
Time:14:44:50:619  [299] 1
Time:14:45:0:863  [300] 0 0.000,0.001,0.000,-90.000,-44.998,-0.001,0.000,0.000,0.000
Time:14:45:0:938  [301] 0
Time:14:45:0:960  [302] 0
Time:14:45:5:430  [302] 1
Time:14:45:7:328  [300] Robot.WhereAngle 1
Time:14:45:7:329  [301] RopeEncLoc=0.000,0.000,0.000,-90.000,-30.000,0.000,0.000
Time:14:45:7:330  [302] Move.Joint RopeEncLoc
Time:14:45:15:662  [303] 0 0.000,0.000,0.000,-90.000,-29.998,0.000,0.000,0.000,0.000
Time:14:45:15:733  [304] 0
Time:14:45:15:748  [305] 0
Time:14:45:20:207  [305] 1
Time:14:45:22:149  [303] Robot.WhereAngle 1
Time:14:45:22:150  [304] RopeEncLoc=0.000,0.000,0.000,-90.000,-15.000,0.000,0.000
Time:14:45:22:150  [305] Move.Joint RopeEncLoc
Time:14:45:30:427  [306] 0 0.000,0.000,0.000,-90.000,-14.999,0.000,-0.001,0.000,0.000
Time:14:45:30:502  [307] 0
Time:14:45:30:524  [308] 0
Time:14:45:36:147  [308] 1
Time:14:45:36:437  [306] Robot.WhereAngle 1
Time:14:45:36:947  [307] RopeEncLoc=0.000,0.000,0.000,-90.000,15.000,0.000,0.000
Time:14:45:36:948  [308] Move.Joint RopeEncLoc
Time:14:45:46:390  [309] 0 0.001,0.000,0.000,-90.000,15.000,0.001,-0.001,0.000,0.000
Time:14:45:46:462  [310] 0
Time:14:45:46:477  [311] 0
Time:14:45:50:935  [311] 1
Time:14:45:52:792  [309] Robot.WhereAngle 1
Time:14:45:52:793  [310] RopeEncLoc=0.000,0.000,0.000,-90.000,30.000,0.000,0.000
Time:14:45:52:794  [311] Move.Joint RopeEncLoc
Time:14:46:1:180  [312] 0 0.000,0.000,0.000,-89.999,30.000,-0.001,0.000,0.000,0.000
Time:14:46:1:251  [313] 0
Time:14:46:1:266  [314] 0
Time:14:46:5:726  [314] 1
Time:14:46:7:634  [312] Robot.WhereAngle 1
Time:14:46:7:635  [313] RopeEncLoc=0.000,0.000,0.000,-90.000,45.000,0.000,0.000
Time:14:46:7:635  [314] Move.Joint RopeEncLoc
Time:14:46:15:970  [315] 0 0.001,0.000,0.000,-90.000,45.000,0.000,0.000,0.000,0.000
Time:14:46:21:968  [315] Robot.WhereAngle 1
Time:14:48:24:92  [0] V3 build=HE3-V3-V1-ANALYTIC-20260821-R6.1 status=1 iteration=2 active=13 rank=13 condition=40527.1 MAE(mm)=48.237334 -> 47.371703 MAX(mm)=150.412562 -> 148.624259

Time:14:48:24:95  [0] R6.1 gate pass=0 residual=0 condition=0 rank=1 motion=0 repeat=1 fixture=1 point19=1 observability=1 length=1 alpha=1 zero=1 q6_active=0 max_target_error_deg=2.435000 bad_point=89 max_sample_std_mm=0.001608 j7_range_mm=0.308837 point19_range_mm=0.056152 q6_sensitivity_mm_per_deg=0.000000 q7_sensitivity_mm_per_deg=0.000000000 q6_alpha6_cosine=0.000000

Time:16:1:40:435  [-999999] Print Robot Cfg:
 Robot Type(0:Scara; 1:Delta; 2:SixAxis; 3:Cobot) = 3
 Robot Axis = 7
 Calbration location number = 100
 Tool offset(length) = 0.049000
 mDH a = 0, 0, 0, 0, 0, 0, 0
 mDH alpha = 1.5708, -1.5708, 1.5708, -1.5708, 1.5708, -1.5708, 0
 mDH d = 6e-07, 0.0505064, 0.491155, -0.118683, 0.317832, -0.0007692, 0.141703
 mDH theta = 0, 0, 0, 0, 0, 0, 0
 mDH beta = 0, 0, 0, 0, 0, 0, 0
 Move direction = 1, 1, 1, -1, 1, -1, 1
 Encoder line number = 524288, 524288, 524288, 524288, 524288, 524288, 524288

Time:16:1:42:734  [1] 0
Time:16:1:42:735  [2] 0
Time:16:1:42:737  [3] 0
Time:16:1:42:737  [4] 0
Time:16:1:42:738  [5] 0
Time:16:1:42:739  [6] 0
Time:16:1:42:740  [6] 1
Time:16:1:42:740  [7] 0
Time:16:1:42:741  [8] 0
Time:16:1:42:742  [9] 0
Time:16:1:42:777  [10] 0
Time:16:1:48:507  [1] System.Login 0
Time:16:1:48:508  [2] Thread.Abort "MacroThread"
Time:16:1:49:20  [3] Thread.Start "MacroThread"
Time:16:1:49:20  [4] Robot.Attached 1
Time:16:1:49:21  [5] System.ClearVariables
Time:16:1:49:22  [6] Robot.PowerEnable 1,1
Time:16:1:49:22  [7] Robot.Home 1
Time:16:1:49:23  [8] LocationJ RopeEncLoc
Time:16:1:49:23  [9] Profile Rope = 50,0,50,50,2,2
Time:16:1:49:24  [10] Profile.Set 1,Rope
Time:16:2:7:708  [11] 0
Time:16:2:7:771  [12] 0
Time:16:2:7:772  [13] 0
Time:16:2:7:773  [14] 0
Time:16:2:7:773  [14] 1
Time:16:2:7:774  [15] 0
Time:16:2:7:774  [16] 0
Time:16:2:7:790  [17] 0
Time:16:2:12:18  [11] Thread.Abort "MacroThread"
Time:16:2:12:18  [12] Thread.Start "MacroThread"
Time:16:2:12:19  [13] Robot.Attached 1
Time:16:2:12:19  [14] Robot.PowerEnable 1,1
Time:16:2:12:20  [15] Robot.Speed 1,20
Time:16:2:14:68  [16] RopeEncLoc=0.000,0.000,0.000,-90.000,0.000,0.000,0.000
Time:16:2:14:68  [17] Move.Joint RopeEncLoc
Time:16:2:14:242  [17] 1
Time:16:2:24:485  [18] 0 0.000,0.000,0.000,-90.000,0.000,0.000,0.000,0.000,0.000
Time:16:2:24:556  [19] 0
Time:16:2:24:571  [20] 0
Time:16:2:29:288  [20] 1
Time:16:2:30:946  [18] Robot.WhereAngle 1
Time:16:2:30:946  [19] RopeEncLoc=-12.101,-2.786,5.069,-84.841,-17.710,-3.976,-5.034
Time:16:2:30:947  [20] Move.Joint RopeEncLoc
Time:16:2:39:532  [21] 0 -12.099,-2.785,5.067,-84.841,-17.708,-3.976,-5.033,0.000,0.000
Time:16:2:39:600  [22] 0
Time:16:2:39:618  [23] 0
Time:16:2:44:649  [23] 1
Time:16:2:45:821  [21] Robot.WhereAngle 1
Time:16:2:45:822  [22] RopeEncLoc=-4.812,9.147,7.722,-100.703,-39.196,-2.924,16.186
Time:16:2:45:822  [23] Move.Joint RopeEncLoc
Time:16:2:54:869  [24] 0 -4.811,9.146,7.721,-100.702,-39.194,-2.925,16.186,0.000,0.000
Time:16:2:54:948  [25] 0
Time:16:2:54:966  [26] 0
Time:16:2:59:324  [26] 1
Time:16:3:1:160  [24] Robot.WhereAngle 1
Time:16:3:1:160  [25] RopeEncLoc=-0.240,23.091,5.819,-109.649,-48.700,-7.476,27.835
Time:16:3:1:161  [26] Move.Joint RopeEncLoc
Time:16:3:9:557  [27] 0 -0.238,23.091,5.817,-109.649,-48.698,-7.474,27.834,0.000,0.000
Time:16:3:9:628  [28] 0
Time:16:3:9:643  [29] 0
Time:16:3:14:673  [29] 1
Time:16:3:15:989  [27] Robot.WhereAngle 1
Time:16:3:15:990  [28] RopeEncLoc=-10.961,18.215,6.987,-99.146,-27.162,-10.637,44.325
Time:16:3:15:990  [29] Move.Joint RopeEncLoc
Time:16:3:24:904  [30] 0 -10.959,18.215,6.986,-99.146,-27.161,-10.638,44.322,0.000,0.000
Time:16:3:24:997  [31] 0
Time:16:3:25:14  [32] 0
Time:16:3:30:280  [32] 1
Time:16:3:31:330  [30] Robot.WhereAngle 1
Time:16:3:31:331  [31] RopeEncLoc=-16.666,14.511,12.469,-97.407,-22.731,-2.363,69.038
Time:16:3:31:331  [32] Move.Joint RopeEncLoc
Time:16:3:40:512  [33] 0 -16.664,14.511,12.468,-97.408,-22.731,-2.360,69.036,0.000,0.000
Time:16:3:40:587  [34] 0
Time:16:3:40:609  [35] 0
Time:16:3:45:841  [35] 1
Time:16:3:46:695  [33] Robot.WhereAngle 1
Time:16:3:46:696  [34] RopeEncLoc=-11.501,15.234,10.804,-103.701,-14.711,1.594,44.812
Time:16:3:46:696  [35] Move.Joint RopeEncLoc
Time:16:3:56:74  [36] 0 -11.500,15.234,10.803,-103.701,-14.711,1.594,44.811,0.000,0.000
Time:16:3:56:148  [37] 0
Time:16:3:56:171  [38] 0
Time:16:4:1:415  [38] 1
Time:16:4:2:533  [36] Robot.WhereAngle 1
Time:16:4:2:534  [37] RopeEncLoc=-7.091,5.821,6.987,-93.371,-24.414,6.579,69.059
Time:16:4:2:535  [38] Move.Joint RopeEncLoc
Time:16:4:11:671  [39] 0 -7.090,5.821,6.986,-93.370,-24.412,6.578,69.057,0.000,0.000
Time:16:4:11:740  [40] 0
Time:16:4:11:757  [41] 0
Time:16:4:16:763  [41] 1
Time:16:4:17:894  [39] Robot.WhereAngle 1
Time:16:4:17:896  [40] RopeEncLoc=0.462,9.896,-2.834,-106.090,-14.804,7.525,48.008
Time:16:4:17:897  [41] Move.Joint RopeEncLoc
Time:16:4:26:987  [42] 0 0.461,9.896,-2.832,-106.090,-14.802,7.526,48.005,0.000,0.000
Time:16:4:27:65  [43] 0
Time:16:4:27:84  [44] 0
Time:16:4:31:955  [44] 1
Time:16:4:33:233  [42] Robot.WhereAngle 1
Time:16:4:33:234  [43] RopeEncLoc=6.706,-0.242,-0.520,-93.544,-4.039,8.365,28.565
Time:16:4:33:235  [44] Move.Joint RopeEncLoc
Time:16:4:42:201  [45] 0 6.706,-0.240,-0.520,-93.544,-4.037,8.365,28.563,0.000,0.000
Time:16:4:42:272  [46] 0
Time:16:4:42:287  [47] 0
Time:16:4:48:246  [47] 1
Time:16:4:48:562  [45] Robot.WhereAngle 1
Time:16:4:48:562  [46] RopeEncLoc=13.173,-15.296,-16.433,-57.966,-4.039,-11.275,52.901
Time:16:4:48:564  [47] Move.Joint RopeEncLoc
Time:16:4:58:501  [48] 0 13.173,-15.294,-16.433,-57.967,-4.037,-11.275,52.899,0.000,0.000
Time:16:4:58:569  [49] 0
Time:16:4:58:586  [50] 0
Time:16:5:4:119  [50] 1
Time:16:5:4:911  [48] Robot.WhereAngle 1
Time:16:5:4:912  [49] RopeEncLoc=5.923,-28.959,-16.433,-59.882,-25.510,-0.293,81.517
Time:16:5:4:913  [50] Move.Joint RopeEncLoc
Time:16:5:14:350  [51] 0 5.922,-28.958,-16.433,-59.881,-25.509,-0.294,81.514,0.000,0.000
Time:16:5:14:426  [52] 0
Time:16:5:14:446  [53] 0
Time:16:5:19:578  [53] 1
Time:16:5:20:779  [51] Robot.WhereAngle 1
Time:16:5:20:780  [52] RopeEncLoc=5.923,-14.438,-12.820,-74.805,-2.745,5.299,60.987
Time:16:5:20:781  [53] Move.Joint RopeEncLoc
Time:16:5:29:820  [54] 0 5.922,-14.436,-12.818,-74.804,-2.744,5.296,60.986,0.000,0.000
Time:16:5:29:897  [55] 0
Time:16:5:29:917  [56] 0
Time:16:5:35:115  [56] 1
Time:16:5:36:125  [54] Robot.WhereAngle 1
Time:16:5:36:126  [55] RopeEncLoc=9.779,4.033,-12.820,-91.327,-26.480,9.864,83.245
Time:16:5:36:127  [56] Move.Joint RopeEncLoc
Time:16:5:45:358  [57] 0 9.779,4.032,-12.820,-91.327,-26.478,9.863,83.244,0.000,0.000
Time:16:5:45:432  [58] 0
Time:16:5:45:456  [59] 0
Time:16:5:51:448  [57] Robot.WhereAngle 1
Time:16:5:51:449  [58] RopeEncLoc=26.003,9.057,-26.432,-98.591,-9.833,3.563,22.674
Time:16:5:51:449  [59] Move.Joint RopeEncLoc
Time:16:5:52:564  [59] 1
Time:16:6:2:796  [60] 0 26.003,9.057,-26.430,-98.591,-9.831,3.560,22.672,0.000,0.000
Time:16:6:2:877  [61] 0
Time:16:6:2:893  [62] 0
Time:16:6:8:450  [62] 1
Time:16:6:8:836  [60] Robot.WhereAngle 1
Time:16:6:9:351  [61] RopeEncLoc=35.986,9.057,-37.494,-99.813,-13.172,7.695,-6.244
Time:16:6:9:352  [62] Move.Joint RopeEncLoc
Time:16:6:18:693  [63] 0 35.986,9.057,-37.494,-99.812,-13.170,7.694,-6.244,0.000,0.000
Time:16:6:18:779  [64] 0
Time:16:6:18:803  [65] 0
Time:16:6:24:692  [63] Robot.WhereAngle 1
Time:16:6:25:203  [64] RopeEncLoc=-16.288,9.057,-8.784,-80.452,48.891,-23.282,-6.244
Time:16:6:25:204  [65] Move.Joint RopeEncLoc
Time:16:6:25:978  [65] 1
Time:16:9:21:665  [66] 0
Time:16:9:21:745  [67] 0
Time:16:9:21:746  [68] 0
Time:16:9:21:747  [69] 0
